"","RPpos_933","RPpos_957","eWAT_RPneg_963","RPpos_975","RPpos_981","RPpos_937","RPpos_943","RPpos_947","RPpos_959","RPpos_967","RPpos_979","RPpos_927","RPpos_969","RPpos_973","RPpos_983","RPpos_929","RPpos_965","RPpos_971","RPpos_977","RPpos_985"
"Label","KO_day","KO_day","KO_day","KO_day","KO_day","KO_night","KO_night","KO_night","KO_night","KO_night","KO_night","WT_day","WT_day","WT_day","WT_day","WT_night","WT_night","WT_night","WT_night","WT_night"
"13-HPODE_311.2197_6.5243_583_Rpneg","-1.0859733"," 0.7688431"," 1.0152405","-1.2500637","-1.3682042"," 0.3986421"," 1.1552617"," 0.2630597"," 0.9145330","-0.4742077"," 0.5926748","-0.6780407"," 0.1098655"," 1.5353239","-1.1378752","-1.9308914"," 0.3802618"," 1.2827759","-0.3597169","-0.1315088"
"4-Hydroxybenzenesulfonic acid_172.991_4.1499_189_Rpneg"," 0.99748915"," 0.36443702"," 0.83253557","-0.34883649"," 1.64094736","-0.97563362"," 0.29212062","-0.52096058"," 0.52830374"," 0.43895609","-0.34730586"," 0.66067126"," 1.12547559","-0.32553088"," 0.04776312","-3.12677941","-0.54418411","-0.58757053","-0.40955922"," 0.25766118"
"_381.1058_0.9198_181_Rpneg","-0.55589562","-0.89482709","-0.75484290","-0.84792075","-1.57594606","-1.03142806"," 0.02541504","-0.52864739","-0.69296721","-0.41000595","-0.16113299"," 1.42342534"," 1.24844579"," 1.81237000"," 0.22277133"," 1.63860331","-0.53237670"," 0.10212733"," 0.02930028"," 1.48353231"
"3(2'-Chlorophenyl)-7-hydroxy-4-phenylcoumarin_347.0568_1.0974_41_Rpneg","-0.346465123"," 0.238738155","-0.419592361"," 1.083266753"," 0.572887429","-1.668259147","-1.248773766"," 0.042639466","-0.030296218","-1.470770434"," 1.508374277"," 0.695888914"," 0.133765503","-1.587028193","-0.040054470"," 2.069980046"," 0.008096316","-0.613563023"," 0.307367955"," 0.763797920"
"_188.9854_3.9631_694_Rpneg"," 0.3694629","-1.1330355"," 0.1087030","-0.8935761"," 0.4172405"," 1.4239174"," 0.1912605"," 1.5783532"," 0.1606115","-2.1310477"," 0.6003749","-1.1247928","-0.7963736","-1.6872885","-0.2128397"," 0.6511406"," 0.2011628"," 0.5683416"," 1.0466086"," 0.6617763"
"_257.0279_1.7447_118_Rpneg","-2.21030717","-0.41104271","-0.02655704","-1.06992915","-1.00128081","-1.70241912"," 0.62767481"," 0.64738626","-0.10380163","-1.10970984"," 0.07888501"," 1.22015345"," 0.52747772","-0.60578800"," 0.97343797"," 1.23369553"," 0.48276883"," 0.81053387"," 0.84517890"," 0.79364312"
"Amoxicillin_364.0937_0.9229_816_Rpneg"," 0.6863321"," 1.0970290"," 0.6281038"," 1.2920842"," 1.1111612"," 1.2636048","-0.2289357"," 0.6297269"," 0.7812439"," 1.3606028"," 0.1967192","-0.6718413","-0.6728298","-1.5313309","-0.7720708","-0.6063534","-1.0458288","-1.3119556","-1.0001733","-1.2052885"
"_244.0199_0.9182_525_Rpneg","-0.39019653"," 0.23729137","-0.05089584"," 1.15507235"," 0.33290528","-2.58161063","-1.61434890"," 0.08838862"," 0.53959075","-0.87009694"," 0.98564154","-0.50652692","-0.51755353"," 1.36585629","-0.22591676"," 0.58869527","-0.20771689"," 0.90883593"," 1.40549347","-0.64290793"
"_978.9801_1.1715_168_Rpneg","-1.06383293","-0.08828508","-0.61494580","-0.10245277","-1.39797975","-0.92315639","-2.41801846"," 0.11921481"," 0.04865022"," 0.61246494","-0.60102583"," 1.62905320"," 1.72308998"," 0.87930458"," 0.63346172"," 0.50472173"," 0.42476559","-0.46970965"," 0.51881345"," 0.58586645"
"D-Glucaric acid_209.028_0.9314_348_Rpneg"," 1.50881328"," 0.72538498"," 0.29669790"," 1.52110451","-0.09762219"," 0.89932204","-1.19263018"," 0.16586386"," 0.41691791"," 1.45986660","-0.49367162","-0.01659998","-1.12185522"," 0.15569846"," 0.38657686","-1.18442911","-0.37951377","-2.07739741"," 0.29177073","-1.26429764"
"Hypoxanthine_msDial_135.0295_0.9585_21_Rpneg","-1.458825196"," 0.922602676","-0.107581026","-0.742489749","-2.120059757","-0.773835819"," 1.332650893"," 0.499837752"," 0.001329334"," 0.087291873"," 0.625228360"," 0.443844209"," 1.084025351","-1.871141522","-0.261226272","-0.092244121","-0.199355739"," 1.487846278"," 0.776367348"," 0.365735125"
"cis-Aconitate_msDial_173.0092_1.0571_616_Rpneg"," 1.009437006","-0.324556122","-0.006603671"," 0.153679609"," 1.704295293"," 0.642776358","-0.184100176"," 1.785796914"," 0.276002747"," 0.682872954","-0.361453552","-0.569491691","-0.510282108","-0.871819856"," 0.497046253","-1.438346336","-0.436969759","-2.577215958"," 0.312462395"," 0.216469701"
"_456.2019_4.4123_1001_Rpneg","-0.76228078"," 1.16088702"," 0.96943082","-1.33913980","-1.82232079"," 0.53344594"," 1.78429528","-0.32571815"," 1.09791348","-0.35484970"," 0.87338675","-0.29578209"," 0.01707967","-0.72434662","-0.42870125","-0.13432612","-1.11923419"," 1.60190098"," 0.10752723","-0.83916769"
"_406.9401_0.892_445_Rpneg","-0.15572189","-0.16597303","-0.33727446"," 1.03099261"," 0.16674724","-2.57887158","-2.12033592","-0.21608101"," 0.32576824","-0.18551140"," 0.40925880"," 0.31200349"," 0.56704331"," 1.59997407"," 1.20789770"," 0.28699565","-1.03830343"," 0.04715562"," 0.80008849"," 0.04414750"
"Riboflavin-5'-monophosphate_msDial_455.1005_4.0879_523_Rpneg"," 1.4068082"," 0.3221475","-0.1726723"," 0.6577809"," 0.3088549"," 1.4124882","-0.4975651","-0.4926994","-0.3373142"," 0.3156818"," 0.4022971"," 0.5075261"," 0.6877915","-2.3450076"," 0.5739792"," 0.5404993","-2.2134712","-0.3512912"," 0.4619874","-1.1878209"
"Lumazine_163.0243_1.1497_589_Rpneg"," 0.543881437"," 0.377342353","-0.008486725"," 0.179635286","-2.272985513"," 0.908092096"," 0.699141357","-1.050514018"," 0.041132259"," 0.252657160"," 0.332520325"," 0.373064137"," 0.772061892","-1.437886277"," 1.600705830"," 0.447548596","-1.190706380"," 0.412017791"," 0.762903624","-1.742125231"
"_258.0618_0.9568_456_Rpneg"," 0.32300199","-0.83477191","-0.63589701","-0.26060694","-0.28145423","-0.88017947"," 0.05591344","-1.29116471","-0.69519372","-0.66615810"," 0.62273670"," 1.36940160"," 1.89623432","-0.50871440"," 1.23603795"," 1.72888526","-0.76530942"," 0.58211003"," 0.55648385","-1.55135522"
"_421.0021_1.3624_814_Rpneg"," 0.99150466"," 0.40464182"," 0.42125903"," 0.26213008"," 1.16194876"," 1.90941906","-0.16109069"," 1.45192518","-0.01751105"," 0.88194119","-0.07316825","-1.81340092","-1.05828729","-1.52213937","-0.55479787","-0.63812358"," 0.04118900","-0.58630889","-1.35725121"," 0.25612035"
"_414.0433_1.0784_165_Rpneg","-0.79008662","-0.51992700","-0.61880606"," 0.85938725","-0.41767091","-2.25933413","-1.16715766","-0.64055447","-0.32947851","-1.65920135"," 0.60819324"," 0.62970334"," 1.07008331"," 0.64300805"," 0.97602383"," 1.42424221"," 0.80830824","-0.06593922"," 0.55578597"," 0.89342049"
"Xanthine_metlin_151.0253_1.4597_63_Rpneg"," 0.3246275","-1.3280830","-0.6500013","-0.3805618"," 0.7513590"," 0.8203827","-0.6861960","-2.0041834","-0.8245667"," 1.1290879","-1.2535579"," 0.5024597"," 1.3782628"," 1.6917930","-0.8352425","-0.1359384"," 0.2550460"," 0.9031332"," 0.7379029","-0.3957235"
"Uric acid_metlin_167.0207_1.2952_23_Rpneg","-0.2455274","-0.9227551","-0.7962788","-1.6096245","-2.0860100"," 0.4571681","-0.6292936"," 0.4105253","-0.8095905"," 0.4977158","-1.3009275"," 1.0307673"," 0.8349539","-0.1999269"," 1.1243248"," 0.5933654"," 0.7127716"," 0.7377300"," 1.4561938"," 0.7444182"
"2-Furoic acid_111.0095_1.3616_361_Rpneg"," 1.4134688"," 0.6865552"," 0.5416989"," 0.4678801"," 1.3562734"," 1.3122651"," 0.1807206"," 0.7434614"," 0.4288636"," 0.6193057"," 0.2489210","-2.2039723","-0.7278809","-0.1620025","-0.8942068","-0.6725084","-0.3212709","-0.9009077","-1.9014381","-0.2152262"
"2-Deoxyribose 5-phosphate_msDial4_213.018_0.9776_573_Rpneg"," 1.2620760"," 0.9801439"," 1.1309049"," 0.8292182"," 0.3315396"," 1.0523397"," 0.1644477","-0.6307354"," 1.0490871"," 0.9727742"," 0.4036519","-0.3137549","-0.4211464","-1.9628895","-0.2606478","-0.6359709","-1.4966676","-0.2032212","-0.3472336","-1.9039159"
"_385.0001_1.1822_884_Rpneg"," 0.16750632","-0.70813774","-0.90485359"," 0.42935001"," 2.05182821","-0.02391966","-0.73751430"," 0.15445750","-1.18721368"," 0.30678259"," 0.49380640","-0.67707064"," 0.07674710"," 2.41901086"," 0.71378752","-1.40848002"," 0.45382817","-1.09164121"," 0.28137881","-0.80965264"
"Citric acid_191.0202_0.9117_67_Rpneg"," 1.43873198","-0.10757557"," 0.33006543"," 1.03369656","-1.33421150"," 0.60279225","-1.42203462","-0.79584266"," 0.26375004"," 1.13216634","-0.36796884"," 0.73193171","-0.07708378"," 1.07919312"," 1.21983184","-1.06717651","-0.13649471","-1.70696460"," 0.55494740","-1.37175389"
"_333.0601_0.9053_696_Rpneg"," 0.5451195","-0.6958534","-0.7810079"," 1.0570201","-1.1035810"," 0.3654719"," 1.8279050"," 0.9437936","-0.6551853"," 0.9762297"," 1.5283975","-0.9591863","-1.4920834"," 0.6760931","-1.4309892"," 0.4942529","-0.1441318"," 0.2891638","-0.4460183","-0.9954104"
"5'-S-methyl-5'-thioadenosine_296.0732_0.9961_808_Rpneg"," 0.9400352"," 0.9423831"," 0.5551720"," 1.2323426"," 1.1488848"," 0.9588337","-0.1356105"," 0.8134688"," 0.6867313"," 1.1147367"," 0.5988828","-0.6566131","-1.3773440","-0.9115877","-0.5649197","-0.9051463","-0.6525652","-2.0096200","-1.0710226","-0.7070418"
"_195.9936_0.9599_302_Rpneg","-1.47276010"," 0.27289353","-0.12639293","-0.66400006","-3.02069312","-1.19711266"," 0.76386342"," 0.64192634"," 0.09519190"," 0.02461653"," 0.84073909"," 0.03390338"," 0.54930545","-0.64634228"," 0.22171756"," 1.10686075"," 0.25282128"," 1.07603341"," 0.49113539"," 0.75629314"
"_226.9944_1.0463_154_Rpneg"," 0.74122710","-0.36696489"," 0.30849545","-0.02912807"," 1.53524188"," 0.72319554","-0.34531141"," 1.58548859"," 0.13296814"," 0.54203921","-0.55076085","-0.55484510","-0.15051385","-0.31713899"," 0.75779421","-1.46231624","-0.52890393","-2.87886692"," 0.35033348"," 0.50796663"
"_390.9649_0.8921_365_Rpneg","-0.71835706","-0.34905401","-0.47397566","-0.14979350","-0.34242993","-2.40501023","-1.49389938","-0.55106677","-0.41981074","-0.74144992"," 0.36931725"," 0.91478247"," 1.38961265"," 2.04216022"," 0.81009993"," 0.36864905"," 0.01926635"," 0.39296341"," 0.80235110"," 0.53564479"
"m-Xylene-4-sulfonic acid_185.0195_0.9555_345_Rpneg"," 0.08380784","-1.26360767","-1.03396010","-1.18358939"," 1.30094717","-0.32055573","-0.85150108","-1.44221431","-1.06317913"," 0.56017128","-0.51524997"," 0.69301838"," 1.25631164"," 1.49244113"," 1.24267177"," 0.04046513","-1.10124890"," 0.49440626"," 0.68304144"," 0.92782426"
"_346.9984_0.9062_420_Rpneg","-0.19756786"," 0.69310138","-0.49918828"," 1.66233790","-0.16020211","-2.50911982","-1.14895930","-1.75611926"," 0.12136144","-0.20881068"," 0.87091907"," 0.58366402","-0.26584825"," 0.70239608"," 0.08631024"," 1.44153700"," 0.29764374","-0.16085957"," 0.82413982","-0.37673555"
"Allantoin_157.0352_0.9674_164_Rpneg"," 1.1500780","-0.9934774","-1.1095980","-0.4317597"," 0.2089342","-1.1982497","-1.4261935","-0.1846596","-0.6803780","-0.3631691"," 0.8662245"," 1.9939948"," 0.3708079"," 2.2761713","-0.3370880"," 0.3661949","-0.3667902","-0.7269791"," 0.3321735"," 0.2537632"
"D-(+)-Malic acid_metlin_133.0141_1.1223_49_Rpneg"," 0.33509747","-0.21576532"," 0.03514878","-0.37858020","-0.65405955"," 1.27662262"," 1.02751000"," 1.56187645"," 0.04261786"," 1.31294289"," 0.96009139","-1.85589339","-0.92942686","-1.88201307","-1.34923566"," 0.22536755"," 0.73291922","-0.09367205","-0.40561357"," 0.25406545"
"_405.0005_1.1874_943_Rpneg","-0.437717737","-0.733787889","-0.509517151","-0.173970315"," 0.045574376","-0.697884138","-0.846095047"," 0.006515635","-1.345688892","-0.718736071","-0.320705270"," 0.196371308"," 1.995975251"," 2.640467152"," 1.435900278","-0.694429895"," 0.286823775"," 0.112900890"," 0.462890044","-0.704886303"
"_292.0706_0.9158_296_Rpneg","-0.95718822","-1.12960515","-0.91210770","-1.49971035","-1.21564224","-1.14933786","-0.06595095","-0.09429276","-0.50670544","-0.75789351"," 0.17262466"," 1.07884551"," 1.28381800"," 1.86487045"," 0.25880356"," 1.05588104"," 0.08173374"," 0.42668770"," 0.67144264"," 1.39372690"
"2-Furoic acid_111.0174_1.3089_288_Rpneg"," 0.48414996"," 1.24538141"," 1.23093228"," 1.18353951","-1.49953661"," 1.24051235","-1.05786578"," 0.75566214","-0.42115427"," 1.05674892","-0.84710707","-0.87826469"," 0.55001843","-0.74043503"," 0.45917599"," 0.70285552","-0.82312521","-0.79731818","-0.06514137","-1.77902831"
"ADP / Adenosine 5'-diphosphate_metlin_426.0233_0.9902_156_Rpneg"," 0.8090823","-0.6691715","-0.9962376"," 0.2487007","-0.9480291"," 0.2230704","-1.8848455"," 0.2982105","-0.7546451"," 1.8440040"," 1.2317311","-0.0286258","-0.9428853","-0.8686584"," 1.9940994"," 0.5964197"," 0.1172277"," 0.3701726","-0.7857853"," 0.1461650"
"2,2`,4,4`-Tetrahydroxybenzophenone_245.0422_0.9199_484_Rpneg"," 0.57526799","-1.32695858","-1.58158864","-1.04149032"," 0.10826357"," 0.64600693"," 0.80961656"," 0.69353947","-0.56954307"," 1.63402744"," 1.11977185"," 0.33405794","-0.69408123","-2.01621926","-0.03338274"," 1.12956090"," 1.02977344","-0.24601709"," 0.09484760","-0.66545276"
"Citric acid_metlin_191.0196_1.3614_14_Rpneg"," 1.3749694"," 0.5671787"," 0.5044052"," 0.6095865"," 1.1834916"," 1.7587033","-0.3886470"," 0.7931296"," 0.2464983"," 1.1456568","-0.1890887","-1.7358155","-1.0777509","-1.8795046","-0.6817926","-0.4744930","-0.1898990","-0.7001980","-0.7332957","-0.1331343"
"_221.9836_0.8976_57_Rpneg","-0.13977760"," 0.64773105","-0.42259683"," 1.37910140","-0.03701420","-2.80309897","-1.35825591","-1.26435591"," 0.07917029","-0.51108813"," 0.46142335"," 0.91823959"," 0.22176105"," 0.85080053"," 0.40895277"," 1.30210381"," 0.14857208","-0.09695747"," 0.87061549","-0.65532638"
"_245.0128_4.2894_1049_Rpneg","-1.31126206","-0.55332541"," 0.68740447"," 0.16436800"," 0.96193066","-0.08287156"," 0.59963370","-1.03947787"," 0.52811528"," 0.58874729"," 0.71741705","-1.14439327"," 0.39092653"," 0.21238577"," 0.69436259","-3.03987902","-0.24661897"," 0.15226981"," 0.57015570"," 1.15011130"
"Efavirenz_314.0235_0.9091_503_Rpneg","-0.65588398","-0.52782624","-1.17011735","-1.04094435","-3.06242165","-0.24460549"," 0.63485414"," 0.91540802","-0.81273135"," 0.51906207"," 1.07795065","-0.08669171"," 0.24423945"," 0.37008659"," 0.39585411"," 1.15238102"," 0.49663261"," 0.77810923"," 0.43912960"," 0.57751461"
"_328.964_0.8885_584_Rpneg","-0.9101205","-0.9241085","-0.6448977","-1.1243169","-1.1521778","-1.1802438","-0.9494126"," 0.3195420","-0.7663015","-0.3225927"," 0.2470291"," 0.5989342"," 1.8850344"," 1.9564880"," 1.4751575","-0.3765086"," 0.2624590"," 0.1971514"," 0.6630167"," 0.7458683"
"_254.0347_0.9408_821_Rpneg"," 1.0935082"," 0.1433159","-0.0461637"," 0.8195159","-1.7011760","-0.3719615"," 1.3231835"," 0.4029756"," 0.4104865"," 1.6204157"," 1.5945004","-0.4925613","-1.1314302","-0.2612118"," 0.2787160","-1.0273943"," 0.5268728","-1.5098382","-0.5629889","-1.1087645"
"_450.2615_6.4763_1025_Rpneg","-0.64575647","-0.22825208"," 1.25060811","-1.26558181","-1.18430539"," 0.31900825"," 0.31401232"," 0.49828694"," 0.78875806","-0.57728601"," 0.07461398","-1.10622795","-0.50781605","-0.12009823","-1.29791746","-0.27502956"," 1.73646098"," 0.13966973","-0.38563342"," 2.47248607"
"FA 18:2+3O_msDial_327.218_5.8605_104_Rpneg","-0.48531362"," 0.95042151"," 0.89879506","-1.44525938","-1.78185237"," 0.92327623"," 1.48643551","-0.41492622"," 0.88147946"," 0.06519361"," 0.36985594","-0.10040079"," 0.51616203"," 0.36418578","-0.29943029","-0.69208981","-1.35368902"," 1.43044183"," 0.32280682","-1.63609227"
"Tenofovir_286.0611_0.9161_448_Rpneg","-0.127538269","-2.332964132","-0.330988378"," 0.276803264"," 0.742665272","-0.513826330","-1.107954917","-0.079219192"," 0.005262922"," 0.359464112","-0.616954348"," 0.996977176"," 1.879001667"," 1.534747819"," 1.118702633","-1.256997183","-0.715491005","-0.201188011"," 0.666042594","-0.296545694"
"FA 9:2+1O_msDial4_169.0868_5.8876_249_Rpneg","-0.93590042"," 1.21576411"," 1.03143811","-1.27993765","-1.54258397"," 0.52085441"," 1.47475247","-0.18310881"," 1.05288555","-0.16425394"," 0.96262202","-0.57384006"," 0.02609533","-0.79682686","-0.91289249"," 0.35676824","-1.04156050"," 1.42982646"," 0.61876644","-1.25886843"
"Xanthone_msDial_195.0505_0.9177_119_Rpneg"," 0.9553859"," 0.9995963"," 0.7109565"," 0.7613841"," 1.6898562"," 0.5760778","-0.2101489"," 1.2792739"," 0.8595296"," 0.9078035"," 0.2839731","-0.9754836","-0.9769635","-0.8455868","-1.1677163","-1.2745301","-0.3046140","-1.4277331","-1.0881042","-0.7529566"
"2-Naphthalene sulfonic acid_207.0148_0.9487_304_Rpneg","-0.74572911"," 1.36870755"," 0.83477008","-0.68849087"," 0.55004351","-0.86716503"," 2.17599127"," 0.31386884"," 0.90101075","-0.21082977"," 0.12007859","-0.52264827","-0.93840778"," 0.97334696","-0.98500613","-1.66343036"," 0.97931516","-1.32339434"," 0.03005715","-0.30208821"
"_243.9643_0.8952_150_Rpneg","-0.6103661","-0.1727523","-0.6493687"," 0.2940201","-0.2396290","-2.4852634","-1.7894528","-0.4638915","-0.2423273","-0.8493250"," 0.1492061"," 0.9362537"," 1.2584597"," 1.8124139"," 0.6984373"," 0.5127525"," 0.2520222"," 0.4408797"," 0.9080482"," 0.2398829"
"_183.9632_0.8873_269_Rpneg","-0.67016610","-0.88346032","-1.15793092","-0.66087736","-0.45878478","-1.65557481","-1.34736070"," 0.19445106","-0.39752993","-0.33526507"," 0.07094766"," 0.56461491"," 1.59115445"," 2.35334532"," 1.14751119","-0.03731572"," 0.37428839","-0.13860019"," 0.73357287"," 0.71298004"
"Phenylacetylglycine_metlin_192.0667_4.6234_241_Rpneg"," 2.3253033"," 0.8376842"," 0.6647081"," 0.5842320"," 1.1909491"," 0.4038177","-0.9689610","-0.3079812"," 0.2642662"," 0.4808041","-0.3907012"," 1.7318403","-0.6804488","-0.7089058","-0.7776973","-1.0346574","-0.7087953","-1.1775139","-0.9569278","-0.7710153"
"Allopurinol_135.0304_1.3295_84_Rpneg"," 0.49677895","-0.08412635"," 0.19036709"," 0.72336055","-0.21303272"," 0.34893372","-1.08851160","-2.30969889"," 0.08224539"," 1.31199178","-1.08809010"," 0.29345253"," 1.02904599"," 1.45843849","-1.60336377","-0.39183175"," 0.02528515"," 1.15867201"," 0.60159223","-0.94150869"
"FA 18:1+3O_msDial_329.2339_5.6142_28_Rpneg","-1.04733466"," 0.92703386"," 0.64513380","-1.51671995","-1.94328848"," 0.36392403"," 1.40496832","-0.46421339"," 0.52507395","-0.32565918"," 0.20989681"," 0.35593981"," 0.88189679"," 1.43377695","-0.02236207","-1.19465258","-0.35434589"," 1.43131914","-0.21794765","-1.09243961"
"_395.2053_5.8557_546_Rpneg","-0.45428686"," 0.95204295"," 0.86634036","-1.52711685","-1.91815460"," 0.92570837"," 1.25430925","-0.36570883"," 0.81895710"," 0.16744707"," 0.47023475","-0.05484743"," 0.55457981"," 0.45457732","-0.28021010","-0.57510024","-1.31867031"," 1.32294682"," 0.44662164","-1.73967021"
"N-Acetyl-alpha-D-glucosamine 1-phosphate_300.0408_0.9424_505_Rpneg"," 0.48021440","-1.10628119","-1.03520897","-0.87040007","-2.04237591","-0.46191742","-0.82289474"," 1.63081317","-1.42258238","-0.06325488"," 0.07352520"," 0.90353537"," 1.16503418"," 1.01890525"," 0.39442055"," 1.13243879"," 1.03048936","-0.15003461"," 0.40211316","-0.25653927"
"_341.943_0.8993_552_Rpneg","-0.559405893"," 0.197845920","-0.273530574"," 0.840188401","-0.234879613","-3.025007133","-1.320596733","-0.990656227"," 0.087811909","-0.903429481"," 0.325268789"," 0.653685950"," 0.527033137"," 1.439843784"," 0.434491255"," 0.685592962"," 0.692091400"," 0.526742188"," 0.901537525","-0.004627566"
"5-O-Caffeoylquinic acid methyl ester_msDial4_367.1023_0.9348_163_Rpneg","-0.51339834","-0.62435453","-0.49406942"," 0.25642107","-0.80553575","-0.18605236","-1.57937080","-1.48818783","-0.10051744"," 0.23316333","-0.10994882"," 1.11993354"," 2.02538018"," 1.39326888"," 1.27857391","-1.46279316","-0.18565777"," 0.10601860"," 1.20228433","-0.06515763"
"4-Phenyl-3-buten-2-one_145.0612_0.888_111_Rpneg","-0.66701349","-1.33217636","-0.63855493","-0.60344667"," 0.93124104","-2.17793088","-0.94863319"," 1.07935597","-0.51428926","-0.65020686"," 0.27955175"," 0.49968751"," 0.34734693"," 1.61308986","-0.06869534","-0.34563459"," 1.52810448","-0.18286634"," 0.48438478"," 1.36668560"
"N-Acetylaspartate_metlin_174.0399_1.3057_347_Rpneg"," 1.31587555"," 0.26100333"," 1.33405008"," 0.09444620"," 0.59206154"," 0.87525108","-0.56522732"," 2.48288422"," 1.13792384","-0.35434129","-0.60395759","-1.12930190","-0.75550485","-1.21200665","-0.32372131","-0.73795038","-0.91151267"," 0.06010345","-0.70958703","-0.85048829"
"Diuron_231.0144_1.6605_586_Rpneg","-0.11041313","-0.58264834","-0.45600763","-0.55171438","-1.27385499"," 1.64605719"," 0.96521917"," 1.27619990","-0.03777581"," 1.10121915"," 0.30812242"," 0.17380863","-0.15329028","-3.07998981"," 0.17091211"," 0.24062308","-0.16699751"," 0.47857946"," 0.18245562","-0.13050484"
"N-Acetylneuraminate_msDial4_308.0979_0.9571_323_Rpneg"," 0.96842824","-1.68811783","-1.53648724","-0.52702676","-0.33098432","-0.55408265","-1.08137007","-0.56546892","-0.93318942"," 1.23211442","-0.31592758"," 0.34917427","-0.29555587"," 1.15269810"," 1.02219109"," 0.40647636"," 1.60395400"," 0.02946454"," 1.60238255","-0.53867290"
"Thymidine-3',5'-cyclic monophosphate_303.0335_1.3539_271_Rpneg"," 0.31982345","-0.43507042","-0.94769116"," 0.11914805","-2.15943962","-0.37830271"," 0.49099362","-0.06326162","-0.03457698"," 1.09079417"," 1.45390676","-1.31792944","-0.71065099","-1.61762235","-0.01964959"," 1.25260367"," 1.51400518"," 0.35510904"," 0.51371525"," 0.57409570"
"1-[2,4-dihydroxy-6-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-3-(4-methoxyphenyl)propan-1-one_msDial_449.1523_6.2343_96_Rpneg","-0.61216405"," 0.03581889"," 1.20016256","-0.30142520","-1.48941925"," 1.36417751","-0.64226971"," 1.85516050","-0.08076594","-0.35003617","-0.88662606"," 1.01829918"," 0.25006399","-0.66413520","-0.99735882"," 1.71310025"," 0.57606386"," 0.19031684","-0.96278987","-1.21617331"
"Hispidulin acetate_425.0796_0.9518_443_Rpneg"," 0.201120802","-0.664941972"," 1.290730462"," 0.035440825","-2.418317043"," 1.294424245","-0.739361249","-1.471166773"," 1.294014719"," 0.908765058"," 0.329192943"," 0.649849272"," 0.316520028"," 0.014891953"," 0.723878806","-0.001017315","-0.791572574","-0.135936023"," 0.572960738","-1.409476904"
"_182.9902_1.6146_699_Rpneg"," 0.242395379","-0.119492371","-0.635065264","-0.007306787","-1.158837556"," 0.584556282"," 1.131028820"," 1.062227816","-0.236781064"," 1.709586396"," 1.253021218","-2.468936568","-0.860583600","-0.481267045","-1.224947622"," 0.178315937"," 1.043217264","-0.112675370","-0.246137257"," 0.347681393"
"_194.945_0.9103_340_Rpneg","-0.58854341"," 0.41124793","-0.29290091"," 1.23023911"," 0.08416603","-2.75181598","-1.64788476","-1.19544969"," 0.31202590","-0.75593803"," 0.25262133"," 0.69062892"," 0.42313950"," 1.05114627"," 0.21836585"," 0.86816284"," 0.54973807"," 0.43803200"," 1.10146862","-0.39844958"
"_288.9783_0.8971_466_Rpneg"," 0.265643989"," 0.587295932","-0.323041157"," 1.024067151"," 0.106428006","-0.961347700","-0.392940270"," 0.382258922"," 0.553943728","-0.517581833"," 0.867641199"," 0.138363776"," 0.007473222"," 0.260957608"," 0.788769113"," 0.618800446","-3.492005046","-0.983680174"," 0.680139315"," 0.388813774"
"maltotriose_msDial4_539.138_0.946_655_Rpneg"," 0.4401192","-0.7844462","-0.7938736","-1.0878866","-1.4946511"," 0.9757841"," 1.1612475"," 0.7002007","-0.4814797"," 0.9602863"," 0.5274075","-1.3833648","-0.9001610","-0.4131523","-1.3137157"," 1.2121531"," 1.8090365"," 0.6813636"," 0.2878975","-0.1027651"
"CITRAMALATE_msDial4_147.0291_1.3444_39_Rpneg","-0.2878435","-0.7042081"," 0.2202157"," 0.2207574"," 2.1715918"," 0.2601449","-1.0656914"," 1.6086159"," 0.2500684","-0.4288470","-0.6841956"," 1.6622627"," 0.9366465","-0.7162639"," 0.6782840","-0.4294433","-1.3001785","-1.3981935","-0.7845340","-0.2091882"
"_181.9666_0.8868_113_Rpneg","-0.65689524","-0.86264748","-0.80185121","-0.70751098","-0.29950443","-1.62625153","-1.48468164","-0.02904534","-0.33013379","-0.36937113"," 0.11134140"," 0.47593903"," 1.63034415"," 2.48342880"," 1.15450671","-0.21647854"," 0.32667554","-0.15484146"," 0.69184590"," 0.66513125"
"LPC 16:0_msDial_540.3321_7.0418_907_Rpneg","-0.7724474"," 0.3756497"," 1.7460177","-1.0635125","-1.3252320"," 1.0505828"," 0.5644194","-0.3248358"," 1.5633935","-0.5237656"," 0.1490204","-0.9611867","-0.5546667","-0.6517213","-1.2646679","-0.5272249"," 0.4526830"," 0.2490364","-0.2317849"," 2.0502427"
"1-Chlorobenzotriazole_152.0022_0.9465_115_Rpneg","-0.241462487","-1.805302624","-0.812695426","-0.213831770","-2.885523592","-0.242455243"," 0.368821192"," 0.699629099","-0.174631086"," 0.876056966"," 0.754083217"," 0.895556435"," 0.641793902","-0.667234896"," 0.733620663"," 0.704116013","-0.352367418"," 1.243703165","-0.006766079"," 0.484889968"
"C6H13NO2_msDial_130.0867_1.8976_316_Rpneg"," 1.20652558"," 0.51849656"," 0.10878109","-0.19610441"," 0.35859701"," 1.85511526","-0.73921806"," 1.71008527"," 0.35472151"," 0.58493562"," 0.07083624","-1.68319670","-2.14906229","-1.03003717"," 0.17455279","-0.16620058","-0.88062604"," 0.19470319"," 0.23057334","-0.52347823"
