"","RPpos_933","RPpos_957","eWAT_RPneg_963","RPpos_975","RPpos_981","RPpos_937","RPpos_943","RPpos_947","RPpos_959","RPpos_967","RPpos_979","RPpos_927","RPpos_969","RPpos_973","RPpos_983","RPpos_929","RPpos_965","RPpos_971","RPpos_977","RPpos_985"
"Label","KO_day","KO_day","KO_day","KO_day","KO_day","KO_night","KO_night","KO_night","KO_night","KO_night","KO_night","WT_day","WT_day","WT_day","WT_day","WT_night","WT_night","WT_night","WT_night","WT_night"
"Dibutylhydroxytoluene_221.186_0.988_Rppos"," 1.1235774"," 0.7870153"," 0.6023611","-0.4850830"," 0.7515039"," 0.5203536","-1.3430004"," 0.9802423","-1.1724389"," 0.2914731","-0.7613266","-0.9927060","-2.2193667","-0.1001444"," 1.1943215","-0.1716239"," 0.1463627"," 1.3993571"," 0.5529633","-1.1038414"
"_262.1646_2.6914_Rppos"," 0.571327995"," 0.019586881"," 0.048980668","-1.250251274"," 0.781721959"," 0.116364319"," 0.005350858"," 1.028915414"," 0.270181598"," 0.509879411","-0.711444608","-1.323715536","-1.794775656","-1.786408833"," 1.909533420","-0.367789695","-0.052688557"," 1.273480122"," 0.980789114","-0.229037600"
"_528.2924_4.9778_Rppos","-0.79418984","-1.48345377"," 0.87818080","-0.95109834","-1.27019326"," 0.09655563"," 1.77393111"," 0.17234922"," 1.01544758","-0.20854806"," 0.83908814"," 0.20747695"," 0.40397977"," 0.03853675","-0.65861829"," 0.08030035","-0.68127370","-1.59587512"," 0.07579316"," 2.06161093"
"_592.3207_5.0064_Rppos","-0.801765544","-1.424008586"," 1.697084162","-1.313958880","-1.340180041"," 0.213295292"," 1.663547294"," 0.167882774"," 1.113684485","-0.508227834"," 0.504367108"," 0.353666670"," 0.258779484"," 0.002164517","-0.570310823","-0.251195771","-0.922494541","-0.532007625","-0.201756309"," 1.891434167"
"_334.0443_1.5009_Rppos","-0.205941546","-0.086207063","-0.732587749","-0.545087753","-0.260628859","-2.080980878","-0.008971658","-1.447916996","-0.778746947","-0.563800314"," 1.167186858"," 1.735193808"," 0.708542466"," 0.906098219"," 1.435032596"," 0.250479144","-0.557783958"," 1.239219392","-0.799635527"," 0.626536765"
"_362.9969_1.0681_Rppos"," 0.43033486"," 0.36979144","-0.97228784","-1.33216676"," 0.52628549","-0.77438591"," 0.09880362","-0.01070314"," 0.21986702"," 1.29471441","-0.04428850"," 1.87063403"," 1.26296542","-0.84441591"," 1.32242964"," 0.27446145","-1.62744296"," 0.02831331","-1.70747327","-0.38543640"
"_450.0556_1.059_Rppos"," 0.39619010"," 0.52890717"," 0.29176647","-0.25364192"," 0.83756181","-1.64860769","-0.07074252","-0.26889380"," 0.34713455","-0.70659919","-1.72153607"," 1.55150220"," 0.93343197","-1.72791996"," 1.88408512"," 0.51799224","-1.09490649","-0.07604416"," 0.07898436"," 0.20133581"
"_386.0282_1.1318_Rppos"," 0.399094812"," 1.363023441","-1.094143791","-0.024619887"," 2.053042547","-1.461077110","-1.218425598"," 0.006185604"," 0.609835434"," 0.021422698","-0.641568540"," 1.704551953"," 0.776207585","-0.741953369"," 0.560372837"," 0.071328381","-1.546507958","-0.278359694","-0.565699645"," 0.007290300"
"Amidosulfuron_370.0525_1.1186_Rppos","-0.16703456"," 0.79143860"," 0.03772671"," 0.08400992"," 0.92104303","-1.63305952","-0.81404647","-0.04682584"," 0.20934087","-1.67438807","-1.32977205"," 1.95444276"," 1.44436545","-1.36420851"," 0.74699587"," 0.53767268","-0.67350003"," 0.11122347"," 0.22304328"," 0.64153241"
"_267.058_1.6134_Rppos"," 1.40548593","-0.43258428"," 0.38664044","-0.06687064","-0.54325252"," 1.47927416"," 0.58538234","-0.25498631","-1.23345276"," 2.02229029"," 0.39874041"," 0.25869876","-1.09311879","-0.69192057"," 0.41882332","-0.05974439","-1.73811235"," 0.78977730","-0.06458709","-1.56648324"
"_604.1047_1.1025_Rppos"," 0.10377498","-0.47089750"," 0.33548201","-0.24510405","-2.46116242"," 0.81736559"," 1.72875659"," 0.88995690"," 0.65213706"," 1.49263044"," 1.32934074","-1.12373413","-0.60254039","-0.29975536","-1.12500826","-0.10962320"," 0.23353357","-0.05189375","-0.64730621","-0.44595259"
"_667.0778_1.5003_Rppos"," 0.49111801","-0.04400395","-1.66598144","-0.04188485","-0.18235068","-1.83487238"," 0.32611031","-1.42486978","-0.05125793","-0.24295436"," 0.68078944"," 1.91698591"," 1.08672229","-0.25247342"," 1.43366795"," 0.12819647","-0.88654581"," 1.17957403","-0.83686602"," 0.22089622"
"_697.1027_1.2163_Rppos"," 0.54752404"," 0.98290142"," 0.56409272","-0.24212720"," 2.66061041","-0.01801979"," 0.38324944","-0.09786986","-0.14373102","-0.04921866","-1.58936984"," 0.61685126"," 0.25381918"," 0.14143813"," 0.53217927","-1.92632697","-0.12795306","-1.03021628","-0.03133284","-1.42650035"
"Cer[NS] d41:1_637.1226_1.5073_Rppos","-0.1373683"," 0.4762535","-1.7365089"," 0.3591208","-0.1623130","-2.0129090"," 0.6872685","-0.5263556","-0.2264078"," 0.5336994","-0.8686694"," 1.6318100"," 1.9863123"," 0.3790218"," 0.5587201"," 0.8857758","-1.2219375","-0.2845459"," 0.1692061","-0.4901730"
"2`,6`-difluoro-5-methyl[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfoanilide_326.0585_1.5047_Rppos","-0.45086411","-1.48666801","-1.38442569"," 0.06405972"," 0.02690375","-1.95023933"," 0.30909466","-0.90548412","-0.04293385"," 0.20176973","-0.35113732"," 1.71929413"," 1.72128464"," 1.33205219"," 0.83148866"," 0.95967505","-0.64197951"," 0.02752748","-0.16540567"," 0.18598759"
"_461.2102_3.7862_Rppos"," 0.73239898"," 0.79020728"," 0.48540654","-0.06222452"," 1.95419580"," 0.93372023","-0.74517037","-0.30359592"," 0.70441157"," 0.05590795","-1.79778554"," 1.11180741"," 0.61926859","-2.25593281"," 0.01626286","-1.11898411","-0.27629180","-0.69131186","-0.03692134","-0.11536895"
"_635.1398_1.5047_Rppos","-0.045483215"," 0.473115738","-1.558176697"," 0.144213727","-0.367024930","-1.844840249","-0.309538546","-0.858395144","-0.419996510"," 0.054545562","-0.894008850"," 2.001199640"," 1.657025161"," 0.397173703"," 1.262572975"," 0.669900933","-1.107667407"," 0.881232519","-0.145689634"," 0.009841223"
"Fenofibric acid_319.0648_1.4939_Rppos","-0.58861219"," 0.46283380","-1.15816424"," 0.18915530","-0.26922455","-2.23672566"," 0.19237445","-1.51426620","-0.60313369"," 0.03998062","-0.13704488"," 0.73629464"," 1.50382223"," 1.17897029"," 1.53790220"," 1.11612251","-0.48751274"," 0.78516939","-0.78280460"," 0.03486334"
"_712.1128_1.2157_Rppos"," 0.80655094"," 1.27159852"," 0.44470387","-0.35495369"," 2.29432262"," 0.04551682","-0.06587049"," 0.33781304"," 0.30915309","-0.34849999","-1.99737615"," 1.34261164"," 0.33191093","-1.12181897"," 0.34164437","-1.16596678","-0.53279312","-1.20520386","-0.07940291","-0.65393989"
"_438.9802_1.4215_Rppos"," 1.46283696"," 1.21854685"," 0.37898637","-0.01793608"," 1.16818809"," 1.04489373"," 0.40192691"," 0.40328034"," 0.40062647"," 1.09367236","-0.12722661","-0.32982184","-0.83168376","-2.54187700","-0.18044015","-0.79625302","-0.74186044","-0.22227055","-1.58435962","-0.19922901"
"_347.0255_1.0698_Rppos","-0.41272409"," 0.01522428"," 0.08603830","-0.89341411"," 0.14770666","-2.40880174","-0.12832149","-0.38856254"," 0.01746376","-1.32230827","-0.81597578"," 1.88477606"," 1.77622719"," 0.32109718"," 1.38059752"," 0.68570054","-0.48755444"," 0.27835960","-0.06870811"," 0.33317949"
"NAD_msDial_664.1154_1.23_Rppos","-0.43461988","-0.58675367","-0.05908155","-0.49771901"," 0.13608302","-1.15726985","-0.58349979","-0.86132650","-0.70892516","-0.79032039","-1.46478313"," 1.98330180"," 0.45567932","-0.40558045"," 2.34629758"," 0.99873656","-0.27954138"," 0.13002513"," 0.79887168"," 0.98042568"
"_370.1067_1.433_Rppos","-0.54601134","-1.05303913"," 0.48614611","-2.04554617","-0.94683574"," 0.62955951"," 1.69274398"," 0.34511241"," 1.69480597","-0.01519963"," 0.69908443","-0.12350313"," 0.24876971"," 0.97261189","-0.84620386","-0.09269715"," 0.63894144","-1.82047828","-0.13268572"," 0.21442471"
"_727.1215_1.2154_Rppos"," 0.836520416"," 1.224553063"," 0.391647606","-0.207946033"," 1.213543955","-0.007180491","-0.504796711"," 0.611388494"," 0.646660540","-0.437987707","-1.861906386"," 1.624920588"," 0.356438043","-2.512143911"," 0.235337224","-0.169342310","-0.706065217","-0.851594946","-0.069433322"," 0.187387105"
"_263.1712_1.2419_Rppos","-0.71311626","-0.28380170","-0.33482451","-0.83934759"," 0.24789467","-0.52271122"," 1.23522384","-1.96289552","-0.43931320"," 0.06605874","-0.21529500","-0.77233434","-0.37481927","-1.13116624"," 2.30532134"," 0.47360256"," 0.07464854"," 0.70959062"," 0.73650217"," 1.74078236"
"_355.0742_1.4941_Rppos"," 0.82986359"," 1.06226307","-0.28125217"," 0.38274157","-0.03257513","-0.14768319"," 0.25156311","-0.16988570"," 0.76232665"," 0.48249432","-0.63744287"," 1.19684610"," 0.55078925","-0.72922427"," 0.50657803"," 0.41675265","-1.03204793"," 0.44204214","-0.47167120","-3.38247802"
"Uridine_msDial_245.077_1.6139_Rppos"," 1.27209244","-0.53050644","-0.13928439","-0.81925620"," 0.11656447"," 1.03162052"," 1.94449876","-0.31506179"," 0.18809768"," 1.52836187","-0.45486502"," 1.04200149","-0.17549424","-0.60622462","-0.40180676","-1.04787591","-2.13597222"," 0.58159979"," 0.02981184","-1.10830130"
"1,3-Dimethylpteridine-2,4-dione_193.0679_1.4654_Rppos"," 1.06573584"," 0.78258329","-0.05114783"," 0.24279990"," 0.87585400","-0.04540143","-0.31327583"," 0.02857358"," 0.32434929"," 0.27110278","-0.79367779"," 1.35388793"," 0.69948625","-0.30207568"," 0.10210238"," 0.08210371","-0.47215688","-0.57811293"," 0.25707081","-3.52980141"
"_318.1909_3.7967_Rppos"," 0.16627885"," 0.12953971"," 0.11216562","-0.21436937"," 0.42260243","-0.45538350","-0.14498168","-0.80393656"," 0.17194368","-0.47984348","-0.01976098"," 0.98061633"," 0.95070089"," 0.14250135"," 1.16477355"," 0.59622261"," 0.11572638","-3.65037487"," 0.01131126"," 0.80426778"
"_880.6173_7.1001_Rppos","-0.30660050"," 0.45448449"," 1.52424107"," 0.14278742"," 0.52351812"," 0.20595727"," 0.15770352"," 1.57795321","-1.28332821"," 0.34859052","-0.58012866"," 0.94742349","-1.68014026","-0.26477846","-1.27129163"," 1.90349163","-0.16319443","-1.20587958","-0.94976268","-0.08104634"
"Malaoxon_315.0633_3.7844_Rppos"," 0.94264460"," 0.19568531"," 0.41285928","-0.24704836"," 1.12947701","-0.95126664","-0.07695766","-1.75428284","-0.01151189","-0.48280221","-1.35036242"," 1.82680579"," 0.35427198","-0.77540275"," 2.00906970","-0.64328135","-0.78980889"," 1.02501124","-0.43583311","-0.37726676"
"_275.5685_1.4941_Rppos"," 0.82929777"," 1.22203303","-0.58233475"," 0.57039075"," 0.09218739","-0.35556166"," 0.43428541","-0.17464801"," 0.60446211"," 0.50651989","-0.89371043"," 1.50731677"," 0.66521209","-0.62074565"," 0.30569218"," 0.23756862","-0.95764755"," 0.29810716","-0.55544604","-3.13297908"
"_278.5739_1.3688_Rppos"," 1.1251780"," 1.0678177","-0.1059719"," 0.4190231","-1.7045110"," 0.1296423"," 0.2612991"," 0.9054273"," 1.2977652","-0.2402339","-1.0120819"," 1.3927316","-0.4812207","-2.1946026","-1.0031012"," 0.3919712","-1.1707884"," 0.2078092"," 0.2722321"," 0.4416146"
"Oxandrolone_307.2231_1.4936_Rppos"," 0.80720616"," 1.49134957","-0.30875724"," 0.24790368"," 0.16222100","-0.58590488"," 0.41630798","-0.41913880"," 0.55876614"," 0.40671300","-1.64700706"," 1.92603077"," 0.25183799","-2.35421816","-0.01115334","-0.30436376","-1.20421119"," 0.09985264","-0.50210548"," 0.96867096"
"Benzenesulfonamide_158.0333_3.7842_Rppos"," 0.938298914"," 0.404846765","-0.549177041","-0.313973358"," 1.096642616","-1.284975929","-0.405894194","-1.405239337","-0.021288421","-0.419932126","-1.472092465"," 2.015398192","-0.023500425","-0.350292700"," 1.948039642","-0.717577547","-0.002812007"," 1.219419542","-0.431579825","-0.224310297"
"_273.0494_1.0197_Rppos"," 1.2312062"," 1.0986499"," 0.6250046"," 0.9934089"," 0.6000932"," 1.0270019"," 0.1079554"," 0.8542640"," 0.7926565"," 1.3472797"," 0.3793208","-0.7538493","-1.0048323","-0.7018636","-0.4900661","-1.2041221","-1.0659499","-1.7081810","-0.8677087","-1.2602683"
"Ectoine_143.0793_1.0244_Rppos"," 0.57275519","-1.42369871","-0.44080411","-1.28238303","-0.34941277"," 0.30279832"," 0.91207145"," 0.70559840","-0.49320547"," 0.72843389"," 0.74844276","-0.61850204","-1.06870531","-2.56043391"," 0.03511842"," 1.19799981"," 0.85976894"," 0.76352381"," 0.48781441"," 0.92281996"
"DL-Liquiritigenin_msDial_257.0744_1.0281_Rppos"," 1.1435087"," 1.0931630"," 0.7309781"," 1.0662486"," 0.5543432"," 0.9796709"," 0.1592164"," 0.8699602"," 0.8429261"," 1.3491836"," 0.4410317","-0.6601211","-0.8985069","-1.4213927","-0.7158247","-1.1441414","-1.3730435","-1.1826731","-0.9173569","-0.9171704"
"_186.1041_1.0621_Rppos"," 1.125474045"," 1.152004855"," 0.383045137"," 1.028392840"," 1.357652287"," 0.795252016","-0.899362177"," 0.267761665"," 0.081183174"," 0.855712490","-1.195608556"," 0.395732624"," 0.009210864","-0.876161151"," 0.464284568","-0.339542826"," 0.011299170","-2.157705120","-0.619422665","-1.839203239"
"3-(5-Acetyl-2-furyl)-5-methoxy-2-benzofuran-1(3H)-one_273.084_1.3869_Rppos"," 0.68766997"," 0.43570016"," 0.19154004"," 0.37639168"," 1.02107342"," 0.66904751","-0.01175967","-1.85118742"," 0.52983325"," 1.37119679","-1.84811467"," 0.90356153"," 1.03746136","-0.01839124","-1.95765480","-0.84959704","-0.71071221"," 0.66097399","-0.12744340","-0.50958928"
"Adrafinil_290.0863_1.9029_Rppos","-0.251972822","-0.311266821"," 0.068910470","-0.008705144"," 0.459219594","-0.460998202","-1.726597974","-0.953191690","-1.841995471","-0.042879337"," 0.586098128"," 1.191814517","-0.991198474"," 0.281177266"," 1.450702151"," 0.789561904","-1.025774068"," 1.375756409"," 1.609169882","-0.197830319"
"2-[[1-(4-nitrobenzoyl)pyrrolidine-2-carbonyl]amino]benzoic acid_msDial_384.1153_3.7614_Rppos"," 1.083371447"," 0.221466250","-0.314622573"," 0.383266208"," 0.901979274"," 0.725908576"," 2.663135310","-0.360133709","-0.008255359"," 0.582621611","-0.867410571","-0.599234113","-0.547333736","-2.265711570","-1.102849354"," 0.161401004","-0.005405688"," 0.104999321","-0.900520389"," 0.143328062"
"Marchantin J_487.177_1.1305_Rppos"," 0.96575378","-0.00318295"," 0.02469535","-0.58373034","-0.45690843"," 0.46865062"," 0.81412950"," 1.22999017","-0.29156472"," 1.76065363","-0.11090326"," 0.28526355"," 1.21855613","-1.27822514","-0.72854007"," 0.27627718","-0.14756682","-2.80939743","-0.34872619","-0.28522453"
"_617.1587_1.493_Rppos"," 1.126304607"," 1.635945772"," 0.004888925"," 0.634239143","-1.932451662"," 0.071795129"," 0.213658375","-0.001100332"," 0.914951455"," 0.788751227","-1.118190343"," 1.458419856"," 0.255167118","-2.008799246"," 0.186428980","-0.247921197","-1.221697136"," 0.044943243","-0.314327249","-0.491006666"
"_307.0467_2.1109_Rppos"," 0.3011614","-0.4620641","-0.9939566","-0.4966166"," 0.4576196","-1.0864557"," 0.3064072","-0.6939246","-0.5197585"," 1.4622541","-0.8862227"," 1.1282830"," 1.4227265"," 2.6506486","-0.3573402"," 0.1244037","-1.0326556","-0.2433779","-0.2896044","-0.7915272"
"_298.5717_1.4939_Rppos"," 1.15446001"," 1.28591292"," 0.07074704"," 0.48903938","-0.03364544","-0.52172939"," 0.11525076","-0.46900182"," 0.68748710"," 0.47357249","-0.76224890"," 1.61607726"," 0.67026801","-1.09898342"," 0.63178778"," 0.16026540","-1.10405043"," 0.11126453","-0.73395506","-2.74251821"
"_484.1164_1.4943_Rppos"," 0.9755718"," 1.3471320","-0.5105496"," 0.5725858"," 0.1428249","-0.2398793"," 0.1244534","-0.2353274"," 0.7723603"," 0.6930407","-0.8367403"," 1.4185631"," 0.5780473","-1.1709838"," 0.4954444"," 0.1730343","-1.1802282"," 0.2753840","-0.5803976","-2.8143356"
"Heterodendrin_262.1287_1.4914_Rppos"," 0.23623189"," 0.42515416","-0.14197202"," 1.41421915"," 2.35111655"," 0.70814868"," 1.23609512","-0.20207785"," 0.36309182","-0.01915219"," 0.83517583","-0.72632096","-0.79269570","-2.10422971"," 0.02807595","-0.84410812","-0.92850516","-0.48634793","-0.73110817","-0.62079134"
"Chlophedianol_metlin_290.1341_1.4453_Rppos"," 0.536433813","-0.003303631","-0.091040157","-0.097349846"," 0.931517166","-0.277146828"," 0.393006321"," 0.173768431","-0.232224965"," 0.177631931","-1.602546000"," 0.647616777","-0.305123803","-2.930723835","-0.262594598"," 0.467861234","-0.229397296"," 2.257635272"," 0.592553121","-0.146573107"
"_409.0198_1.4211_Rppos"," 1.0817821"," 1.2586261"," 0.2673127"," 0.2106248"," 1.2018362"," 1.2845188"," 0.4875070"," 0.7565472"," 0.4803089"," 1.3103306","-1.1671717","-0.9157957","-0.7918144","-2.3165546","-0.5511183","-0.4952450","-0.3556866","-0.4464874","-1.0764299","-0.2230909"
"_477.1759_3.7761_Rppos"," 0.70312805"," 1.01967835"," 0.18846080","-0.08504734"," 2.03550132"," 0.68318715"," 0.03418263","-0.58225721"," 0.62649569","-0.12277502","-1.75669189"," 1.25145961","-0.20446685","-1.95841847"," 0.76247906","-1.43715862","-0.06574325","-0.75561115"," 0.19052097","-0.52692383"
"_386.0451_1.2097_Rppos"," 0.8033496"," 0.4553640","-1.1537515"," 0.5527985","-0.3191213","-1.2866313","-0.8988533","-1.1550068","-0.3383255"," 0.1627346","-0.9663225"," 2.0817223"," 1.6495258","-0.2634826"," 0.8618065"," 0.4576920"," 0.3482559"," 0.5454632","-1.7330082"," 0.1957904"
"_359.5503_3.7286_Rppos"," 1.06028811"," 0.27182597"," 2.62672625","-0.53281450","-0.36144910"," 0.21766443","-0.12574352","-1.61683459","-0.12556052"," 0.39408125","-1.37395943"," 1.08340267"," 0.66452322","-1.16079550"," 0.78599194"," 0.02246931","-0.62033581"," 0.51808692","-0.97544688","-0.75212023"
"_283.6025_3.7288_Rppos"," 1.146601463"," 0.776688023","-0.224065078"," 0.002504535","-0.320722452"," 1.351910046"," 0.087353140","-1.738774769"," 0.194192872"," 1.208934791","-1.872483090"," 1.206155005"," 1.152853416","-1.477052470"," 0.428500519"," 0.423094007","-0.576174434","-0.107182361","-0.754997775","-0.907335389"
"Delphinidin-3-O-beta-glucopyranoside_466.1123_2.0471_Rppos"," 1.68904206"," 1.14244892"," 0.12737805"," 0.99223972"," 0.62341180"," 0.06549113"," 0.59371200"," 0.42774455"," 0.53753768"," 0.86614028"," 0.48783260","-1.87974629"," 0.16857292","-0.98789554"," 0.21943759","-1.32693666"," 0.12827678","-1.11727197","-1.71227121","-1.04514442"
"Imidacloprid urea_212.053_1.6187_Rppos"," 0.52356687"," 1.01658215"," 0.41628534"," 0.29718789"," 1.99893767"," 0.38044404","-0.21892462"," 0.63650721"," 0.73009893","-0.17812694","-0.69845355"," 0.85627012","-0.58908511","-2.24025948"," 0.12844591"," 0.03761560","-0.74926273","-2.25695937"," 0.01925625","-0.11012618"
"Imipenem_300.1001_1.0625_Rppos","-1.19121592","-1.34214945"," 0.75769733","-1.87738386","-1.96896608"," 0.47248543"," 1.31555424"," 0.46274301"," 1.25438692","-0.09499563"," 0.87627824"," 0.04210939"," 0.50254312","-0.52678359","-0.38527732"," 0.42837067","-0.85664713"," 0.78970233"," 0.38390128"," 0.95764701"
"Crotonoside_284.1032_3.7233_Rppos"," 0.62578030"," 0.52510423"," 0.03519091"," 0.12274554"," 0.30234223"," 0.69950415"," 0.27319462","-0.32315731"," 0.15117797"," 0.62330222","-0.34136278"," 0.67257509"," 0.58208213","-0.10402669"," 0.07564471"," 0.38856953","-0.11956674","-4.00481072","-0.08227922","-0.10201015"
"_351.0957_1.3295_Rppos"," 0.48835398"," 0.39947054"," 0.10180634"," 1.62944560"," 1.04620781","-0.50759981","-0.39321414","-0.08919435"," 0.99134443","-0.31831214","-0.85389454"," 1.60575162"," 0.46375494","-1.97005634"," 0.37073353"," 0.18416859","-0.58293591","-2.31188151"," 0.02406689","-0.27801551"
"_649.079_1.0639_Rppos","-0.16988869"," 0.63616355"," 0.06620362","-0.09252291"," 0.85088860","-1.78555900"," 0.31469437"," 0.10147609"," 0.47265830","-1.04101756","-0.92456297"," 1.54603200"," 1.05151292","-0.46884169"," 0.79690619"," 0.81146448"," 0.01227176","-2.66350141","-0.02962418"," 0.51524655"
"Pyraclostrobin_388.112_1.5918_Rppos"," 0.7805426","-0.3488291","-0.0467019"," 0.6706047"," 0.6648003"," 0.2328435","-0.3959878"," 0.1558195"," 0.9409684"," 0.6685645","-1.8929603"," 1.4574956"," 1.2281945","-0.6189439"," 0.7152713","-2.1955672","-1.6133151","-0.1765813"," 0.2160492","-0.4422676"
"1-Isothiocyanato-9-(methylsulfinyl)-nonane_248.1129_1.17_Rppos"," 0.2306386"," 1.1992249"," 0.4192641"," 0.6520389"," 1.2907399","-0.7997195"," 0.8272968","-1.1747146"," 0.8436098"," 0.4356485"," 0.1477195","-0.4927902"," 0.4138598","-0.6721843"," 0.6193855","-1.1859710"," 0.4457704","-2.9545117","-0.1076979","-0.1376074"
"_344.0927_1.587_Rppos"," 1.18072565"," 1.19756647"," 0.77120761"," 0.75985831"," 0.97050359"," 0.92470343"," 0.35325037"," 0.73137515"," 0.87490226"," 1.01799464"," 0.00532531","-0.26976028","-0.77270753","-2.05529171","-0.82031919","-0.94405805","-1.30153291","-0.56547010","-1.30382018","-0.75445283"
"_129.5359_3.7734_Rppos"," 0.35957417"," 0.35566822","-0.00904824"," 0.19557053"," 0.73433579"," 0.10147021"," 0.21550879","-0.39501581"," 0.32075047"," 0.30108718","-0.10529384"," 0.39597231"," 0.53133061"," 0.31709426"," 0.65052546"," 0.16973929"," 0.13427706","-4.08125846","-0.27557475"," 0.08328675"
"_493.148_3.7846_Rppos"," 1.07256892"," 0.85446609"," 0.75724204","-0.34698411"," 1.87536672"," 0.26553538","-0.03061758","-1.00777071"," 0.55436119","-0.25637095","-1.71424648"," 1.26582468","-0.11028330","-1.78178369"," 1.21285917","-1.27863049","-0.47876451","-0.04431238","-0.23570048","-0.57275948"
"N6-(1,2-Dicarboxyethyl)-AMP_464.0811_2.3242_Rppos"," 1.63261365"," 0.69110253"," 0.23685265"," 0.40730127"," 0.79361194"," 1.32657191"," 1.06943355","-0.13952046"," 0.04970429"," 0.95267223","-0.03018502","-0.69671396","-1.03520016","-2.44642997","-1.37125412"," 0.03593017"," 0.49562185","-0.73062173","-0.30655858","-0.93493206"
"_344.5705_3.72_Rppos"," 0.86293785"," 1.04574135","-0.48269363","-0.04152434"," 0.80401350"," 0.73892913","-0.21646909","-1.99747222","-0.70828713"," 0.93242373","-2.05794162"," 1.43341104"," 1.19549263","-0.69684885"," 0.42100768"," 0.45284415","-0.58642291"," 0.43578919","-0.64906731","-0.88586314"
"_304.2111_4.6627_Rppos"," 0.47471084"," 1.33308114"," 0.91884218"," 0.65732300"," 1.48827822","-0.29487787","-0.50495756","-0.27420606"," 1.50897876","-0.01348227","-0.68353871"," 0.43689680"," 0.81223847","-0.41538547"," 0.01257311","-0.76834074","-0.84105588","-2.64022602","-1.00629373","-0.20055820"
"_286.1201_1.0932_Rppos","-0.3417050","-1.4202969"," 0.7851408","-0.2127929","-1.4263624"," 0.1389513"," 1.1811347"," 0.5667209"," 1.1903742"," 0.2336964"," 0.7760557"," 0.3700614"," 1.2812359","-1.9967848","-0.0559575"," 0.6168393","-2.0146570","-0.1640966"," 0.2013377"," 0.2911047"
"_559.1506_2.1004_Rppos"," 0.487854990"," 0.059660463"," 0.071823644","-0.080171333"," 0.454741495"," 0.365630560"," 0.667366644"," 0.008450566"," 0.540775979"," 1.064273863","-0.893871059"," 0.744757495"," 0.799679314"," 0.500498124","-0.521219873","-0.341586577","-0.372905473"," 0.262552347","-3.698856806","-0.119454363"
"_718.0903_3.7286_Rppos"," 1.46250319"," 0.80814470","-0.55796084","-0.57482878","-0.22260784"," 0.86521545"," 0.20512425","-1.70990015"," 0.24716972"," 0.81929201","-2.15461222"," 1.57034742"," 0.92513784","-0.92851683"," 0.67287155","-0.03402534","-0.43165351"," 0.59735522","-0.65472490","-0.90433094"
"_497.1131_3.6844_Rppos"," 0.1292368"," 0.1732070"," 0.2558016"," 0.2789095"," 0.5230497"," 1.7655369"," 1.1423593"," 0.5663451"," 0.8375503"," 1.4096126","-1.0151782"," 0.6171523"," 0.4744871","-1.2757544","-0.5070378","-0.5378128","-1.4552747","-2.0625127","-0.4984353","-0.8212422"
"_351.5641_3.7214_Rppos"," 0.90102711"," 1.13944180","-0.45818400","-0.21970606","-0.12731164"," 0.66981590"," 0.38849306","-1.77380383","-0.04998608"," 1.03306391","-1.88926526"," 1.55071041"," 1.31032692","-1.57590632","-0.46982952"," 0.23498037","-0.13492905"," 0.69873419","-0.40254505","-0.82512685"
"_367.1499_3.3363_Rppos"," 1.61850499"," 0.47514730"," 0.05208777","-0.35719063"," 0.77351732"," 0.13394967","-0.55410027","-0.44622895"," 0.06144654"," 0.36732370","-1.97327457"," 1.32026245"," 1.79096591","-0.72312357"," 0.78213068","-0.24885936","-1.86905436","-0.71764277","-0.78874197"," 0.30288012"
"_575.1255_2.1037_Rppos"," 0.741784334"," 0.007017621","-0.154057337","-0.511722000"," 0.698428767"," 0.458298224"," 0.732505709"," 0.042471574"," 0.637409930"," 1.625622586","-2.438817016"," 1.091342658"," 0.987835450"," 0.554929674","-1.475955475","-1.255140023","-1.085192373"," 0.127356512","-0.074854739","-0.709264075"
"_556.1383_1.369_Rppos"," 1.93608851"," 1.11752456"," 0.31963663"," 0.35338240"," 0.01312520"," 0.35710610"," 0.02266390"," 0.43518465"," 1.14136115","-0.09662888","-1.45093801"," 1.05006838","-0.31343588","-2.49688112","-0.62056047","-0.18707150","-1.40790425"," 0.30124698","-0.22878652","-0.24518184"
"Delphinidin-3-O-beta-glucopyranoside_466.1118_1.9031_Rppos"," 1.37700000"," 0.99619937"," 0.23855873"," 0.84500974"," 0.55834361"," 0.16219686"," 0.49242666","-3.19731106"," 0.50857661"," 0.75361710"," 0.41025262","-1.24175822"," 0.18857828","-1.03873774","-0.02225193","-0.74545221"," 0.15214964"," 0.21633128","-0.17529413","-0.47843522"
"_371.0375_1.2168_Rppos"," 0.59946012"," 0.07374943","-0.41224927","-0.41475408"," 1.51721785","-0.57570962"," 0.45014124","-0.95196180","-0.57813940"," 0.48780166","-1.05666238"," 0.90883258"," 1.22710280"," 1.50556299"," 1.46940296","-1.26789486","-0.69929900"," 0.46814867","-1.42820572","-1.32254415"
"Podocarpic acid_275.1704_1.0344_Rppos"," 0.80434897","-0.36821458"," 0.34445448","-1.93949707"," 1.08484111"," 1.65870366","-0.79138121"," 0.15542589"," 1.31793445"," 0.01412234","-1.06864748"," 0.61136409","-0.83185976","-0.83610867"," 0.64640968"," 0.89598650","-1.76847684"," 0.41098893","-0.68958980"," 0.34919531"
